time,"I(IIN)","I(IXIN)","I(LOUT)"
3.382500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.385000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.387500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.390000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.392500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.395000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.397500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.400000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.402500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.405000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.407500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.410000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.412500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.415000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.417500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.420000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.422500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.425000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.427500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.430000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.432500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.435000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.437500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.440000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.442500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.445000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.447500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.450000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.452500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.455000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.457500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.460000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.462500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.465000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.467500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.470000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.472500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.475000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.477500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.480000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.482500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.485000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.487500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.490000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.492500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.495000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.497500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.500000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.502500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.505000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.507500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.510000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.512500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.515000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.517500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.520000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.522500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.525000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.527500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.530000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.532500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.535000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.537500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.540000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.542500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.545000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.547500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.550000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.552500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.555000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.557500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.560000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.562500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.565000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.567500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.570000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.572500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.575000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.577500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.580000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.582500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.585000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.587500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.590000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.592500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.595000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.597500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.600000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.602500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.605000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.607500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.610000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.612500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.615000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.617500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.620000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.622500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.625000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.627500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.630000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.632500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.635000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.637500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.640000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.642500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.645000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.647500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.650000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.652500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.655000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.657500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.660000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.662500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.665000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.667500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.670000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.672500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.675000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.677500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.680000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.682500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.685000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.687500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.690000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.692500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.695000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.697500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.700000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.702500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.705000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.707500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.710000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.712500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.715000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.717500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.720000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.722500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.725000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.727500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.730000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.732500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.735000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.737500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.740000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.742500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.745000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.747500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.750000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.752500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.755000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.757500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.760000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.762500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.765000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.767500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.770000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.772500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.775000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.777500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.780000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.782500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.785000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.787500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.790000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.792500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.795000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.797500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.800000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.802500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.805000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.807500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.810000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.812500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.815000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.817500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.820000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.822500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.825000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.827500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.830000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.832500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.835000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.837500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.840000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.842500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.845000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.847500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.850000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.852500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.855000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.857500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.860000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.862500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.865000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.867500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.870000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.872500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.875000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.877500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.880000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.882500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.885000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.887500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.890000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.892500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.895000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.897500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.900000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.902500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.905000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.907500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.910000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.912500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.915000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.917500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.920000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.922500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.925000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.927500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.930000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.932500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.935000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.937500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.940000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.942500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.945000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.947500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.950000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.952500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.955000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.957500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.960000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.962500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.965000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.967500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.970000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.972500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.975000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.977500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.980000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.982500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.985000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.987500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.990000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.992500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.995000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
3.997500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.000000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.002500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.005000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.007500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.010000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.012500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.015000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.017500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.020000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.022500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.025000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.027500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.030000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.032500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.035000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.037500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.040000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.042500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.045000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.047500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.050000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.052500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.055000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.057500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.060000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.062500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.065000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.067500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.070000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.072500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.075000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.077500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.080000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.082500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.085000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.087500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.090000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.092500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.095000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.097500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.100000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.102500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.105000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.107500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.110000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.112500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.115000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.117500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.120000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.122500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.125000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.127500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.130000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.132500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.135000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.137500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.140000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.142500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.145000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.147500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.150000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.152500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.155000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.157500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.160000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.162500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.165000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.167500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.170000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.172500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.175000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.177500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.180000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.182500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.185000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.187500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.190000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.192500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.195000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.197500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.200000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.202500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.205000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.207500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.210000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.212500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.215000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.217500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.220000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.222500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.225000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.227500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.230000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.232500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.235000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.237500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.240000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.242500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.245000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.247500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.250000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.252500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.255000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.257500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.260000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.262500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.265000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.267500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.270000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.272500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.275000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.277500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.280000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.282500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.285000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.287500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.290000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.292500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.295000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.297500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.300000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.302500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.305000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.307500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.310000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.312500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.315000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.317500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.320000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.322500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.325000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.327500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.330000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.332500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.335000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.337500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.340000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.342500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.345000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.347500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.350000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.352500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.355000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.357500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.360000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.362500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.365000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.367500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.370000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.372500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.375000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.377500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.380000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.382500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.385000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.387500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.390000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.392500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.395000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.397500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.400000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.402500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.405000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.407500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.410000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.412500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.415000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.417500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.420000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.422500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.425000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.427500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.430000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.432500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.435000e-10,-2.000000e-05,1.500000e-03,1.994028e-05
4.437500e-10,-2.000000e-05,1.500000e-03,1.994028e-05
