time,"I(IIN)","I(IXIN)","I(LOUT)","P(B1|X1)","P(B2|X1)"
2.272000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.273000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.274000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.275000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.276000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.277000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.278000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.279000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.280000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.281000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.282000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.283000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.284000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.285000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.286000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.287000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.288000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.289000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.290000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.291000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.292000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.293000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.294000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.295000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.296000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.297000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.298000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.299000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.300000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.301000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.302000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.303000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.304000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.305000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.306000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.307000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.308000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.309000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.310000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.311000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.312000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.313000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.314000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.315000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.316000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.317000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.318000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.319000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.320000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.321000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.322000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.323000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.324000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.325000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.326000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.327000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.328000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.329000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.330000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.331000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.332000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.333000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.334000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.335000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.336000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.337000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.338000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.339000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.340000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.341000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.342000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.343000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.344000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.345000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.346000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.347000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.348000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.349000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.350000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.351000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.352000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.353000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.354000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.355000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.356000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.357000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.358000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.359000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.360000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.361000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.362000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.363000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.364000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.365000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.366000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.367000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.368000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.369000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.370000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.371000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.372000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.373000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.374000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.375000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.376000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.377000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.378000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.379000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.380000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.381000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.382000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.383000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.384000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.385000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.386000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.387000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.388000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.389000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.390000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.391000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.392000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.393000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.394000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.395000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.396000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.397000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.398000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.399000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.400000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.401000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.402000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.403000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.404000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.405000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.406000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.407000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.408000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.409000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.410000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.411000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.412000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.413000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.414000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.415000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.416000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.417000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.418000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.419000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.420000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.421000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.422000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.423000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.424000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.425000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.426000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.427000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.428000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.429000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.430000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.431000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.432000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.433000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.434000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.435000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.436000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.437000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.438000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.439000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.440000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.441000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.442000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.443000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.444000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.445000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.446000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.447000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.448000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.449000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.450000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.451000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.452000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.453000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.454000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.455000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.456000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.457000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.458000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.459000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.460000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.461000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.462000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.463000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.464000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.465000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.466000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.467000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.468000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.469000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.470000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.471000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.472000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.473000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.474000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.475000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.476000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.477000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.478000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.479000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.480000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.481000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.482000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.483000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.484000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.485000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.486000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.487000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.488000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.489000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.490000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.491000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.492000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.493000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.494000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.495000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.496000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.497000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.498000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.499000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.500000e-11,2.000000e-05,0.000000e+00,1.526894e-06,-1.260319e-01,1.260319e-01
2.501000e-11,2.000000e-05,3.000000e-06,1.526894e-06,-1.260271e-01,1.260367e-01
2.502000e-11,2.000000e-05,6.000000e-06,1.526894e-06,-1.260096e-01,1.260541e-01
2.503000e-11,2.000000e-05,9.000000e-06,1.526894e-06,-1.259701e-01,1.260936e-01
2.504000e-11,2.000000e-05,1.200000e-05,1.526894e-06,-1.258990e-01,1.261648e-01
2.505000e-11,2.000000e-05,1.500000e-05,1.526894e-06,-1.257863e-01,1.262774e-01
2.506000e-11,2.000000e-05,1.800000e-05,1.526894e-06,-1.256225e-01,1.264412e-01
2.507000e-11,2.000000e-05,2.100000e-05,1.526894e-06,-1.253984e-01,1.266653e-01
2.508000e-11,2.000000e-05,2.400000e-05,1.526894e-06,-1.251049e-01,1.269588e-01
2.509000e-11,2.000000e-05,2.700000e-05,1.526894e-06,-1.247334e-01,1.273303e-01
2.510000e-11,2.000000e-05,3.000000e-05,1.526894e-06,-1.242757e-01,1.277880e-01
2.511000e-11,2.000000e-05,3.300000e-05,1.526894e-06,-1.237240e-01,1.283398e-01
2.512000e-11,2.000000e-05,3.600000e-05,1.526894e-06,-1.230706e-01,1.289931e-01
2.513000e-11,2.000000e-05,3.900000e-05,1.526894e-06,-1.223087e-01,1.297550e-01
2.514000e-11,2.000000e-05,4.200000e-05,1.526894e-06,-1.214315e-01,1.306323e-01
2.515000e-11,2.000000e-05,4.500000e-05,1.526894e-06,-1.204327e-01,1.316310e-01
2.516000e-11,2.000000e-05,4.800000e-05,1.526894e-06,-1.193067e-01,1.327570e-01
2.517000e-11,2.000000e-05,5.100000e-05,1.526894e-06,-1.180480e-01,1.340157e-01
2.518000e-11,2.000000e-05,5.400000e-05,1.526894e-06,-1.166517e-01,1.354121e-01
2.519000e-11,2.000000e-05,5.700000e-05,1.526895e-06,-1.151133e-01,1.369505e-01
2.520000e-11,2.000000e-05,6.000000e-05,1.526895e-06,-1.134287e-01,1.386351e-01
2.521000e-11,2.000000e-05,6.300000e-05,1.526895e-06,-1.115943e-01,1.404695e-01
2.522000e-11,2.000000e-05,6.600000e-05,1.526895e-06,-1.096069e-01,1.424569e-01
2.523000e-11,2.000000e-05,6.900000e-05,1.526895e-06,-1.074638e-01,1.446001e-01
2.524000e-11,2.000000e-05,7.200000e-05,1.526896e-06,-1.051627e-01,1.469013e-01
2.525000e-11,2.000000e-05,7.500000e-05,1.526896e-06,-1.027017e-01,1.493623e-01
2.526000e-11,2.000000e-05,7.800000e-05,1.526896e-06,-1.000794e-01,1.519848e-01
2.527000e-11,2.000000e-05,8.100000e-05,1.526897e-06,-9.729467e-02,1.547697e-01
2.528000e-11,2.000000e-05,8.400000e-05,1.526898e-06,-9.434694e-02,1.577176e-01
2.529000e-11,2.000000e-05,8.700000e-05,1.526899e-06,-9.123601e-02,1.608288e-01
2.530000e-11,2.000000e-05,9.000000e-05,1.526901e-06,-8.796207e-02,1.641031e-01
2.531000e-11,2.000000e-05,9.300000e-05,1.526902e-06,-8.452570e-02,1.675398e-01
2.532000e-11,2.000000e-05,9.600000e-05,1.526904e-06,-8.092786e-02,1.711381e-01
2.533000e-11,2.000000e-05,9.900000e-05,1.526907e-06,-7.716987e-02,1.748967e-01
2.534000e-11,2.000000e-05,1.020000e-04,1.526910e-06,-7.325343e-02,1.788138e-01
2.535000e-11,2.000000e-05,1.050000e-04,1.526914e-06,-6.918057e-02,1.828875e-01
2.536000e-11,2.000000e-05,1.080000e-04,1.526918e-06,-6.495366e-02,1.871154e-01
2.537000e-11,2.000000e-05,1.110000e-04,1.526923e-06,-6.057540e-02,1.914948e-01
2.538000e-11,2.000000e-05,1.140000e-04,1.526930e-06,-5.604879e-02,1.960227e-01
2.539000e-11,2.000000e-05,1.170000e-04,1.526937e-06,-5.137711e-02,2.006960e-01
2.540000e-11,2.000000e-05,1.200000e-04,1.526945e-06,-4.656396e-02,2.055110e-01
2.541000e-11,2.000000e-05,1.230000e-04,1.526955e-06,-4.161316e-02,2.104640e-01
2.542000e-11,2.000000e-05,1.260000e-04,1.526966e-06,-3.652881e-02,2.155508e-01
2.543000e-11,2.000000e-05,1.290000e-04,1.526979e-06,-3.131525e-02,2.207672e-01
2.544000e-11,2.000000e-05,1.320000e-04,1.526994e-06,-2.597701e-02,2.261087e-01
2.545000e-11,2.000000e-05,1.350000e-04,1.527010e-06,-2.051884e-02,2.315706e-01
2.546000e-11,2.000000e-05,1.380000e-04,1.527030e-06,-1.494570e-02,2.371480e-01
2.547000e-11,2.000000e-05,1.410000e-04,1.527051e-06,-9.262694e-03,2.428358e-01
2.548000e-11,2.000000e-05,1.440000e-04,1.527076e-06,-3.475090e-03,2.486288e-01
2.549000e-11,2.000000e-05,1.470000e-04,1.527103e-06,2.411701e-03,2.545217e-01
2.550000e-11,2.000000e-05,1.500000e-04,1.527134e-06,8.392143e-03,2.605089e-01
2.551000e-11,2.000000e-05,1.530000e-04,1.527168e-06,1.446059e-02,2.665850e-01
2.552000e-11,2.000000e-05,1.560000e-04,1.527206e-06,2.061132e-02,2.727442e-01
2.553000e-11,2.000000e-05,1.590000e-04,1.527249e-06,2.683851e-02,2.789808e-01
2.554000e-11,2.000000e-05,1.620000e-04,1.527296e-06,3.313628e-02,2.852890e-01
2.555000e-11,2.000000e-05,1.650000e-04,1.527348e-06,3.949873e-02,2.916630e-01
