time,"I(IIN_A)","I(IIN_B)","I(ICLK1)","I(ICLK2)","I(LOUT)"
2.175000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.120036e-06
2.200000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116957e-06
2.225000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.114386e-06
2.250000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.113088e-06
2.275000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.113369e-06
2.300000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.115022e-06
2.325000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117424e-06
2.350000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119771e-06
2.375000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.121339e-06
2.400000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.121702e-06
2.425000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.120846e-06
2.450000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119134e-06
2.475000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117168e-06
2.500000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.115576e-06
2.525000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.114820e-06
2.550000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.115062e-06
2.575000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116143e-06
2.600000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117657e-06
2.625000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119101e-06
2.650000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.120036e-06
2.675000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.120219e-06
2.700000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119660e-06
2.725000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.118597e-06
2.750000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117403e-06
2.775000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116455e-06
2.800000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116022e-06
2.825000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116188e-06
2.850000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.116847e-06
2.875000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117751e-06
2.900000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.118601e-06
2.925000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119142e-06
2.950000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.119239e-06
2.975000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.118906e-06
3.000000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.118286e-06
3.025000e-11,-2.000000e-05,-2.000000e-05,0.000000e+00,0.000000e+00,1.117596e-06
