time,"I(IIN_A)","I(IIN_B)","I(ICLK1)","I(ICLK2)","I(ICLK3)","I(ICLK4)","I(LOUT)"
2.495000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555816e-05
2.497500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555774e-05
2.500000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555848e-05
2.502500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556023e-05
2.505000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556266e-05
2.507500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556536e-05
2.510000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556787e-05
2.512500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556979e-05
2.515000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.557083e-05
2.517500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.557083e-05
2.520000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556985e-05
2.522500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556806e-05
2.525000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556579e-05
2.527500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556343e-05
2.530000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556137e-05
2.532500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555992e-05
2.535000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555932e-05
2.537500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.555962e-05
2.540000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556076e-05
2.542500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556251e-05
2.545000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556457e-05
2.547500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556659e-05
2.550000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556825e-05
2.552500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556928e-05
2.555000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556954e-05
2.557500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556901e-05
2.560000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556780e-05
2.562500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556614e-05
2.565000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556431e-05
2.567500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556262e-05
2.570000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556133e-05
2.572500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556064e-05
2.575000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556065e-05
2.577500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556133e-05
2.580000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556254e-05
2.582500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556408e-05
2.585000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556567e-05
2.587500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556706e-05
2.590000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556804e-05
2.592500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556844e-05
2.595000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556823e-05
2.597500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556747e-05
2.600000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556629e-05
2.602500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556490e-05
2.605000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556353e-05
2.607500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556241e-05
2.610000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556171e-05
2.612500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556153e-05
2.615000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556188e-05
2.617500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556269e-05
2.620000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556380e-05
2.622500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556504e-05
2.625000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556619e-05
2.627500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556707e-05
2.630000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556754e-05
2.632500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556755e-05
2.635000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556710e-05
2.637500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556629e-05
2.640000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556526e-05
2.642500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556418e-05
2.645000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556322e-05
2.647500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556255e-05
2.650000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556226e-05
2.652500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556239e-05
2.655000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556289e-05
2.657500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556369e-05
2.660000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556463e-05
2.662500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556556e-05
2.665000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556633e-05
2.667500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556682e-05
2.670000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556697e-05
2.672500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556674e-05
2.675000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556621e-05
2.677500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556545e-05
2.680000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556461e-05
2.682500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556382e-05
2.685000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556321e-05
2.687500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556286e-05
2.690000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556284e-05
2.692500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556313e-05
2.695000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556368e-05
2.697500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556438e-05
2.700000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556512e-05
2.702500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556578e-05
2.705000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556626e-05
2.707500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556647e-05
2.710000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556641e-05
2.712500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556607e-05
2.715000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556553e-05
2.717500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556489e-05
2.720000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556424e-05
2.722500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556370e-05
2.725000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556335e-05
2.727500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556323e-05
2.730000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556337e-05
2.732500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556373e-05
2.735000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556425e-05
2.737500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556483e-05
2.740000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556539e-05
2.742500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556582e-05
2.745000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556607e-05
2.747500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556610e-05
2.750000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556591e-05
2.752500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556554e-05
2.755000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556505e-05
2.757500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556453e-05
2.760000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556407e-05
2.762500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556373e-05
2.765000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556357e-05
2.767500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556361e-05
2.770000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556383e-05
2.772500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556420e-05
2.775000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556465e-05
2.777500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556510e-05
2.780000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556549e-05
2.782500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556574e-05
2.785000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556583e-05
2.787500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556574e-05
2.790000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556549e-05
2.792500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556513e-05
2.795000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556472e-05
2.797500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556433e-05
2.800000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556403e-05
2.802500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556385e-05
2.805000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556382e-05
2.807500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556395e-05
2.810000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556421e-05
2.812500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556455e-05
2.815000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556491e-05
2.817500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556524e-05
2.820000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556548e-05
2.822500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556559e-05
2.825000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556557e-05
2.827500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556541e-05
2.830000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556516e-05
2.832500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556484e-05
2.835000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556453e-05
2.837500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556426e-05
2.840000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556408e-05
2.842500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556402e-05
2.845000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556408e-05
2.847500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556425e-05
2.850000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556450e-05
2.852500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556478e-05
2.855000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556505e-05
2.857500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556527e-05
2.860000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556540e-05
2.862500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556541e-05
2.865000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556532e-05
2.867500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556515e-05
2.870000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556491e-05
2.872500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556466e-05
2.875000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556443e-05
2.877500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556426e-05
2.880000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556418e-05
2.882500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556420e-05
2.885000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556431e-05
2.887500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556448e-05
2.890000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556470e-05
2.892500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556492e-05
2.895000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556511e-05
2.897500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556523e-05
2.900000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556528e-05
2.902500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556523e-05
2.905000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556512e-05
2.907500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556494e-05
2.910000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556475e-05
2.912500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556456e-05
2.915000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556441e-05
2.917500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556432e-05
2.920000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556431e-05
2.922500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556437e-05
2.925000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556449e-05
2.927500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556465e-05
2.930000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556483e-05
2.932500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556498e-05
2.935000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556510e-05
2.937500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556516e-05
2.940000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556515e-05
2.942500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556508e-05
2.945000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556496e-05
2.947500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556481e-05
2.950000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556466e-05
2.952500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556453e-05
2.955000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556444e-05
2.957500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556441e-05
2.960000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556443e-05
2.962500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556451e-05
2.965000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556463e-05
2.967500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556476e-05
2.970000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556489e-05
2.972500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556500e-05
2.975000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556506e-05
2.977500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556507e-05
2.980000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556503e-05
2.982500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556495e-05
2.985000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556484e-05
2.987500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556472e-05
2.990000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556461e-05
2.992500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556453e-05
2.995000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556449e-05
2.997500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556449e-05
3.000000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556454e-05
3.002500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556462e-05
3.005000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556472e-05
3.007500e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556483e-05
3.010000e-10,-2.000000e-05,-2.000000e-05,1.500000e-03,1.500000e-03,1.500000e-03,1.500000e-03,-1.556492e-05
